Leystone Fragment|266~782
Mighty Abyssal Ring of Ensnaring|854~858
Mighty Abyssal Ring of Roots|854~858
Mighty Abyssal Ring of Revival|854~858
Mighty Abyssal Ring of Healing|854~858
Majestic Abyssal Ring of Brawling|854~858
Majestic Abyssal Ring of Warfare|854~858
Majestic Abyssal Ring of Guarding|854~858
Majestic Abyssal Ring of Knighthood|854~858
Majestic Abyssal Ring of Marauding|854~858
Majestic Abyssal Ring of Shields|854~858
Majestic Abyssal Ring of Mayhem|854~858
Majestic Abyssal Ring of Defenders|854~858
Majestic Abyssal Ring of Backstabbing|854~858
Majestic Abyssal Ring of Shadows|854~858
Majestic Abyssal Ring of Lethality|854~858
Majestic Abyssal Ring of Laceration|854~858
Majestic Abyssal Ring of Vampirism|854~858
Majestic Abyssal Ring of Sabotage|854~858
Majestic Abyssal Ring of Treachery|854~858
Majestic Abyssal Ring of Fatality|854~858
Majestic Abyssal Ring of Hunting|854~858
Majestic Abyssal Ring of Respite|854~858
Majestic Abyssal Ring of Trapping|854~858
Majestic Abyssal Ring of Fortification|854~858
Majestic Abyssal Ring of Sharpshooting|854~858
Majestic Abyssal Ring of Vigilance|854~858
Majestic Abyssal Ring of Swiftness|854~858
Majestic Abyssal Ring of Bombardment|854~858
Majestic Abyssal Ring of Burning|854~858
Majestic Abyssal Ring of Glacial Storms|854~858
Majestic Abyssal Ring of Destruction|854~858
Majestic Abyssal Ring of Lingering Cold|854~858
Majestic Abyssal Ring of Curses|854~858
Majestic Abyssal Ring of Inferno|854~858
Majestic Abyssal Ring of Blizzards|854~858
Majestic Abyssal Ring of Rituals|854~858
Majestic Abyssal Ring of Tempests|854~858
Majestic Abyssal Ring of Invigoration|854~858
Majestic Abyssal Ring of Enduring|854~858
Majestic Abyssal Ring of Blessings|854~858
Majestic Abyssal Ring of Ensnaring|854~858
Majestic Abyssal Ring of Roots|854~858
Majestic Abyssal Ring of Revival|854~858
Majestic Abyssal Ring of Healing|854~858
Royal Abyssal Ring of Brawling|854~858~1382
Royal Abyssal Ring of Warfare|854~858~1382
Royal Abyssal Ring of Guarding|854~858~1382
Royal Abyssal Ring of Knighthood|854~858~1382
Royal Abyssal Ring of Marauding|854~858~1382
Royal Abyssal Ring of Shields|854~858~1382
Royal Abyssal Ring of Mayhem|854~858~1382
Royal Abyssal Ring of Defenders|854~858~1382
Royal Abyssal Ring of Backstabbing|854~858~1382
Royal Abyssal Ring of Shadows|854~858~1382
Royal Abyssal Ring of Lethality|854~858~1382
Royal Abyssal Ring of Laceration|854~858~1382
Royal Abyssal Ring of Vampirism|854~858~1382
Royal Abyssal Ring of Sabotage|854~858~1382
Royal Abyssal Ring of Treachery|854~858~1382
Royal Abyssal Ring of Fatality|854~858~1382
Royal Abyssal Ring of Hunting|854~858~1382
Royal Abyssal Ring of Respite|854~858~1382
Royal Abyssal Ring of Trapping|854~858~1382
Royal Abyssal Ring of Fortification|854~858~1382
Royal Abyssal Ring of Sharpshooting|854~858~1382
Royal Abyssal Ring of Vigilance|854~858~1382
Royal Abyssal Ring of Swiftness|854~858~1382
Royal Abyssal Ring of Bombardment|854~858~1382
Royal Abyssal Ring of Burning|854~858~1382
Royal Abyssal Ring of Glacial Storms|854~858~1382
Royal Abyssal Ring of Destruction|854~858~1382
Royal Abyssal Ring of Lingering Cold|854~858~1382
Royal Abyssal Ring of Curses|854~858~1382
Royal Abyssal Ring of Inferno|854~858~1382
Royal Abyssal Ring of Blizzards|854~858~1382
Royal Abyssal Ring of Rituals|854~858~1382
Royal Abyssal Ring of Tempests|854~858~1382
Royal Abyssal Ring of Invigoration|854~858~1382
Royal Abyssal Ring of Enduring|854~858~1382
Royal Abyssal Ring of Blessings|854~858~1382
Royal Abyssal Ring of Ensnaring|854~858~1382
Royal Abyssal Ring of Roots|854~858~1382
Royal Abyssal Ring of Revival|854~858~1382
Royal Abyssal Ring of Healing|854~858~1382
Imperial Abyssal Ring of Brawling|854~858~1382
Imperial Abyssal Ring of Warfare|854~858~1382
Imperial Abyssal Ring of Guarding|854~858~1382
Imperial Abyssal Ring of Knighthood|854~858~1382
Imperial Abyssal Ring of Marauding|854~858~1382
Imperial Abyssal Ring of Shields|854~858~1382
Imperial Abyssal Ring of Mayhem|854~858~1382
Imperial Abyssal Ring of Defenders|854~858~1382
Imperial Abyssal Ring of Backstabbing|854~858~1382
Imperial Abyssal Ring of Shadows|854~858~1382
Imperial Abyssal Ring of Lethality|854~858~1382
Imperial Abyssal Ring of Laceration|854~858~1382
Imperial Abyssal Ring of Vampirism|854~858~1382
Imperial Abyssal Ring of Sabotage|854~858~1382
Imperial Abyssal Ring of Treachery|854~858~1382
Imperial Abyssal Ring of Fatality|854~858~1382
Imperial Abyssal Ring of Hunting|854~858~1382
Imperial Abyssal Ring of Respite|854~858~1382
Imperial Abyssal Ring of Trapping|854~858~1382
Imperial Abyssal Ring of Fortification|854~858~1382
Imperial Abyssal Ring of Sharpshooting|854~858~1382
Imperial Abyssal Ring of Vigilance|854~858~1382
Imperial Abyssal Ring of Swiftness|854~858~1382
Imperial Abyssal Ring of Bombardment|854~858~1382
Imperial Abyssal Ring of Burning|854~858~1382
Imperial Abyssal Ring of Glacial Storms|854~858~1382
Imperial Abyssal Ring of Destruction|854~858~1382
Imperial Abyssal Ring of Lingering Cold|854~858~1382
Imperial Abyssal Ring of Curses|854~858~1382
Imperial Abyssal Ring of Inferno|854~858~1382
Imperial Abyssal Ring of Blizzards|854~858~1382
Imperial Abyssal Ring of Rituals|854~858~1382
Imperial Abyssal Ring of Tempests|854~858~1382
Imperial Abyssal Ring of Invigoration|854~858~1382
Imperial Abyssal Ring of Enduring|854~858~1382
Imperial Abyssal Ring of Blessings|854~858~1382
Imperial Abyssal Ring of Ensnaring|854~858~1382
Imperial Abyssal Ring of Roots|854~858~1382
Imperial Abyssal Ring of Revival|854~858~1382
Imperial Abyssal Ring of Healing|854~858~1382
Godly Abyssal Ring of Brawling|854~858~1382
Godly Abyssal Ring of Warfare|854~858~1382
Godly Abyssal Ring of Guarding|854~858~1382
Godly Abyssal Ring of Knighthood|854~858~1382
Godly Abyssal Ring of Marauding|854~858~1382
Godly Abyssal Ring of Shields|854~858~1382
Godly Abyssal Ring of Mayhem|854~858~1382
Godly Abyssal Ring of Defenders|854~858~1382
Godly Abyssal Ring of Backstabbing|854~858~1382
Godly Abyssal Ring of Shadows|854~858~1382
Godly Abyssal Ring of Lethality|854~858~1382
Godly Abyssal Ring of Laceration|854~858~1382
Godly Abyssal Ring of Vampirism|854~858~1382
Godly Abyssal Ring of Sabotage|854~858~1382
Godly Abyssal Ring of Treachery|854~858~1382
Godly Abyssal Ring of Fatality|854~858~1382
Godly Abyssal Ring of Hunting|854~858~1382
Godly Abyssal Ring of Respite|854~858~1382
Godly Abyssal Ring of Trapping|854~858~1382
Godly Abyssal Ring of Fortification|854~858~1382
Godly Abyssal Ring of Sharpshooting|854~858~1382
Godly Abyssal Ring of Vigilance|854~858~1382
Godly Abyssal Ring of Swiftness|854~858~1382
Godly Abyssal Ring of Bombardment|854~858~1382
Godly Abyssal Ring of Burning|854~858~1382
Godly Abyssal Ring of Glacial Storms|854~858~1382
Godly Abyssal Ring of Destruction|854~858~1382
Godly Abyssal Ring of Lingering Cold|854~858~1382
Godly Abyssal Ring of Curses|854~858~1382
Godly Abyssal Ring of Inferno|854~858~1382
Godly Abyssal Ring of Blizzards|854~858~1382
Godly Abyssal Ring of Rituals|854~858~1382
Godly Abyssal Ring of Tempests|854~858~1382
Godly Abyssal Ring of Invigoration|854~858~1382
Godly Abyssal Ring of Enduring|854~858~1382
Godly Abyssal Ring of Blessings|854~858~1382
Godly Abyssal Ring of Ensnaring|854~858~1382
Godly Abyssal Ring of Roots|854~858~1382
Godly Abyssal Ring of Revival|854~858~1382
Godly Abyssal Ring of Healing|854~858~1382
Mighty Abyssal Armlet of Bandage Wounds|858
Mighty Abyssal Armlet of Pummel|853~858
Mighty Abyssal Armlet of Sweeping Blow|853~858
Mighty Abyssal Armlet of Taunt|853~858
Mighty Abyssal Armlet of Quick Strike|853~858
Mighty Abyssal Armlet of Assassinate|853~858
Mighty Abyssal Armlet of Life Steal|853~858
Mighty Abyssal Armlet of Sharp Shot|853~858
Mighty Abyssal Armlet of Light Heal|853~858
Mighty Abyssal Armlet of Explosive Arrow|853~858
Mighty Abyssal Armlet of Fire Bolt|853~858
Mighty Abyssal Armlet of Sacrifice|853~858
Mighty Abyssal Armlet of Ice Blast|853~858
Mighty Abyssal Armlet of Natures Breath|853~858
Mighty Abyssal Armlet of Natures Touch|853~858
Mighty Abyssal Armlet of Energy Harvest|853~858
Majestic Abyssal Armlet of Bandage Wounds|858
Majestic Abyssal Armlet of Pummel|853~858
Majestic Abyssal Armlet of Sweeping Blow|853~858
Majestic Abyssal Armlet of Taunt|853~858
Majestic Abyssal Armlet of Quick Strike|853~858
Majestic Abyssal Armlet of Assassinate|853~858
Majestic Abyssal Armlet of Life Steal|853~858
Majestic Abyssal Armlet of Sharp Shot|853~858
Majestic Abyssal Armlet of Light Heal|853~858
Majestic Abyssal Armlet of Explosive Arrow|853~858
Majestic Abyssal Armlet of Fire Bolt|853~858
Majestic Abyssal Armlet of Sacrifice|853~858
Majestic Abyssal Armlet of Ice Blast|853~858
Majestic Abyssal Armlet of Natures Breath|853~858
Majestic Abyssal Armlet of Natures Touch|853~858
Majestic Abyssal Armlet of Energy Harvest|853~858
Royal Abyssal Armlet of Bandage Wounds|858
Royal Abyssal Armlet of Pummel|853~858~1381
Royal Abyssal Armlet of Sweeping Blow|853~858~1381
Royal Abyssal Armlet of Taunt|853~858~1381
Royal Abyssal Armlet of Quick Strike|853~858~1381
Royal Abyssal Armlet of Assassinate|853~858~1381
Royal Abyssal Armlet of Life Steal|853~858~1381
Royal Abyssal Armlet of Sharp Shot|853~858~1381
Royal Abyssal Armlet of Light Heal|853~858~1381
Royal Abyssal Armlet of Explosive Arrow|853~858~1381
Royal Abyssal Armlet of Fire Bolt|853~858~1381
Royal Abyssal Armlet of Sacrifice|853~858~1381
Royal Abyssal Armlet of Ice Blast|853~858~1381
Royal Abyssal Armlet of Natures Breath|853~858~1381
Royal Abyssal Armlet of Natures Touch|853~858~1381
Royal Abyssal Armlet of Energy Harvest|853~858~1381
Imperial Abyssal Armlet of Bandage Wounds|858
Imperial Abyssal Armlet of Pummel|853~858~1381
Imperial Abyssal Armlet of Sweeping Blow|853~858~1381
Imperial Abyssal Armlet of Taunt|853~858~1381
Imperial Abyssal Armlet of Quick Strike|853~858~1381
Imperial Abyssal Armlet of Assassinate|853~858~1381
Imperial Abyssal Armlet of Life Steal|853~858~1381
Imperial Abyssal Armlet of Sharp Shot|853~858~1381
Imperial Abyssal Armlet of Light Heal|853~858~1381
Imperial Abyssal Armlet of Explosive Arrow|853~858~1381
Imperial Abyssal Armlet of Fire Bolt|853~858~1381
Imperial Abyssal Armlet of Sacrifice|853~858~1381
Imperial Abyssal Armlet of Ice Blast|853~858~1381
Imperial Abyssal Armlet of Natures Breath|853~858~1381
Imperial Abyssal Armlet of Natures Touch|853~858~1381
Imperial Abyssal Armlet of Energy Harvest|853~858~1381
Godly Abyssal Armlet of Bandage Wounds|858
Godly Abyssal Armlet of Pummel|853~858~1381
Godly Abyssal Armlet of Sweeping Blow|853~858~1381
Godly Abyssal Armlet of Taunt|853~858~1381
Godly Abyssal Armlet of Quick Strike|853~858~1381
Godly Abyssal Armlet of Assassinate|853~858~1381
Godly Abyssal Armlet of Life Steal|853~858~1381
Godly Abyssal Armlet of Sharp Shot|853~858~1381
Godly Abyssal Armlet of Light Heal|853~858~1381
Godly Abyssal Armlet of Explosive Arrow|853~858~1381
Godly Abyssal Armlet of Fire Bolt|853~858~1381
Godly Abyssal Armlet of Sacrifice|853~858~1381
Godly Abyssal Armlet of Ice Blast|853~858~1381
Godly Abyssal Armlet of Natures Breath|853~858~1381
Godly Abyssal Armlet of Natures Touch|853~858~1381
Godly Abyssal Armlet of Energy Harvest|853~858~1381
Darkfire Halberd of Strength|852~858
Darkfire Halberd of Dexterity|852~858
Darkfire Halberd of Focus|852~858
Darkfire Halberd of Vitality|852~858
Darkice Halberd of Strength|852~858
Darkice Halberd of Dexterity|852~858
Darkice Halberd of Focus|852~858
Darkice Halberd of Vitality|852~858
Darkbolt Halberd of Strength|852~858
Darkbolt Halberd of Dexterity|852~858
Darkbolt Halberd of Focus|852~858
Darkbolt Halberd of Vitality|852~858
Darkbane Halberd of Strength|852~858
Darkbane Halberd of Dexterity|852~858
Darkbane Halberd of Focus|852~858
Darkbane Halberd of Vitality|852~858
Shadowfire Halberd of Strength|852~858~1380
Shadowfire Halberd of Dexterity|852~858~1380
Shadowfire Halberd of Focus|852~858~1380
Shadowfire Halberd of Vitality|852~858~1380
Shadowice Halberd of Strength|852~858~1380
Shadowice Halberd of Dexterity|852~858~1380
Shadowice Halberd of Focus|852~858~1380
Shadowice Halberd of Vitality|852~858~1380
Shadowbolt Halberd of Strength|852~858~1380
Shadowbolt Halberd of Dexterity|852~858~1380
Shadowbolt Halberd of Focus|852~858~1380
Shadowbolt Halberd of Vitality|852~858~1380
Shadowbane Halberd of Strength|852~858~1380
Shadowbane Halberd of Dexterity|852~858~1380
Shadowbane Halberd of Focus|852~858~1380
Shadowbane Halberd of Vitality|852~858~1380
Voidfire Halberd of Strength|852~858~1380
Voidfire Halberd of Dexterity|852~858~1380
Voidfire Halberd of Focus|852~858~1380
Voidfire Halberd of Vitality|852~858~1380
Voidice Halberd of Strength|852~858~1380
Voidice Halberd of Dexterity|852~858~1380
Voidice Halberd of Focus|852~858~1380
Voidice Halberd of Vitality|852~858~1380
Voidbolt Halberd of Strength|852~858~1380
Voidbolt Halberd of Dexterity|852~858~1380
Voidbolt Halberd of Focus|852~858~1380
Voidbolt Halberd of Vitality|852~858~1380
Voidbane Halberd of Strength|852~858~1380
Voidbane Halberd of Dexterity|852~858~1380
Voidbane Halberd of Focus|852~858~1380
Voidbane Halberd of Vitality|852~858~1380
OVERWRITE|858
OVERWRITE|858
OVERWRITE|858
OVERWRITE|858
OVERWRITE|858
OVERWRITE|858
OVERWRITE|858
OVERWRITE|858
OVERWRITE|858
OVERWRITE|858
OVERWRITE|858
OVERWRITE|858
Turquoise Lanrik Boots|850~856~2091~888~986~1869~2074
Turquoise Lanrik Wristguards|850~856~2091~888~986~1869~2074
Turquoise Lanrik Leggings|850~856~2091~888~986~1869~2074
Turquoise Lanrik Top|850~856~2091~888~986~1869~2074
White Lanrik Hat|850~856~2091~888~986~1869~2074
Black Lanrik Hat|850~856~2091~888~986~1869~2074
Red Lanrik Hat|850~856~2091~888~986~1869~2074
Blue Lanrik Hat|850~856~2091~888~986~1869~2074
Green Lanrik Hat|850~856~2091~888~986~1869~2074
Yellow Lanrik Hat|850~856~2091~888~986~1869~2074
Orange Lanrik Hat|850~856~2091~888~986~1869~2074
Pink Lanrik Hat|850~856~2091~888~986~1869~2074
Purple Lanrik Hat|850~856~2091~888~986~1869~2074
Turquoise Lanrik Hat|850~856~2091~888~986~1869~2074
Poet's Flute|850~2091~889~989~1869
Seranader's Flute|850~2091~889~989~1869
Troubador's Flute|850~2091~889~989~1869
Fabled Relic Serpentstaff|850~2091~891~992
Ancient Relic Serpentstaff|850~2091~891~992
Sparkling Black Lanrik Boots|850~856~2091~888~986~1869~2074
Sparkling Black Lanrik Wristguards|850~856~2091~888~986~1869~2074
Sparkling Black Lanrik Leggings|850~856~2091~888~986~1869~2074
Sparkling Black Lanrik Top|850~856~2091~888~986~1869~2074
Sparkling Black Lanrik Hat|850~856~2091~888~986~1869~2074
Sparkling White Lanrik Boots|850~856~2091~888~986~1869~2074
Sparkling White Lanrik Wristguards|850~856~2091~888~986~1869~2074
Sparkling White Lanrik Leggings|850~856~2091~888~986~1869~2074
Sparkling White Lanrik Top|850~856~2091~888~986~1869~2074
Sparkling White Lanrik Hat|850~856~2091~888~986~1869~2074
Sparkling Red Lanrik Boots|850~856~2091~888~986~1869~2074
Sparkling Red Lanrik Wristguards|850~856~2091~888~986~1869~2074
Sparkling Red Lanrik Leggings|850~856~2091~888~986~1869~2074
Sparkling Red Lanrik Top|850~856~2091~888~986~1869~2074
Sparkling Red Lanrik Hat|850~856~2091~888~986~1869~2074
Sparkling Blue Lanrik Boots|850~856~2091~888~986~1869~2074
Sparkling Blue Lanrik Wristguards|850~856~2091~888~986~1869~2074
Sparkling Blue Lanrik Leggings|850~856~2091~888~986~1869~2074
Sparkling Blue Lanrik Top|850~856~2091~888~986~1869~2074
Sparkling Blue Lanrik Hat|850~856~2091~888~986~1869~2074
Sparkling Green Lanrik Boots|850~856~2091~888~986~1869~2074
Sparkling Green Lanrik Wristguards|850~856~2091~888~986~1869~2074
Sparkling Green Lanrik Leggings|850~856~2091~888~986~1869~2074
Sparkling Green Lanrik Top|850~856~2091~888~986~1869~2074
Sparkling Green Lanrik Hat|850~856~2091~888~986~1869~2074
Sparkling Yellow Lanrik Boots|850~856~2091~888~986~1869~2074
Sparkling Yellow Lanrik Wristguards|850~856~2091~888~986~1869~2074
Sparkling Yellow Lanrik Leggings|850~856~2091~888~986~1869~2074
Sparkling Yellow Lanrik Top|850~856~2091~888~986~1869~2074
Sparkling Yellow Lanrik Hat|850~856~2091~888~986~1869~2074
Sparkling Orange Lanrik Boots|850~856~2091~888~986~1869~2074
Sparkling Orange Lanrik Wristguards|850~856~2091~888~986~1869~2074
Sparkling Orange Lanrik Leggings|850~856~2091~888~986~1869~2074
Sparkling Orange Lanrik Top|850~856~2091~888~986~1869~2074
Sparkling Orange Lanrik Hat|850~856~2091~888~986~1869~2074
Sparkling Pink Lanrik Boots|850~856~2091~888~986~1869~2074
Sparkling Pink Lanrik Wristguards|850~856~2091~888~986~1869~2074
Sparkling Pink Lanrik Leggings|850~856~2091~888~986~1869~2074
Sparkling Pink Lanrik Top|850~856~2091~888~986~1869~2074
Sparkling Pink Lanrik Hat|850~856~2091~888~986~1869~2074
Sparkling Purple Lanrik Boots|850~856~2091~888~986~1869~2074
Sparkling Purple Lanrik Wristguards|850~856~2091~888~986~1869~2074
Sparkling Purple Lanrik Leggings|850~856~2091~888~986~1869~2074
Sparkling Purple Lanrik Top|850~856~2091~888~986~1869~2074
Sparkling Purple Lanrik Hat|850~856~2091~888~986~1869~2074
Sparkling Turquoise Lanrik Boots|850~856~2091~888~986~1869~2074
Sparkling Turquoise Lanrik Wristguards|850~856~2091~888~986~1869~2074
Sparkling Turquoise Lanrik Leggings|850~856~2091~888~986~1869~2074
Sparkling Turquoise Lanrik Top|850~856~2091~888~986~1869~2074
Sparkling Turquoise Lanrik Hat|850~856~2091~888~986~1869~2074
Elder Relic Serpentstaff|850~2091~891~992~1869
Darkscale Helm of the Sun|855
Darkscale Helm of Victory|855
Darkscale Helm of Champions|855
Darkscale Helm of Carnage|855
Darkscale Helm of the Moon|855
Darkscale Helm of Duellists|855
Darkscale Helm of Night|855
Darkscale Helm of Bones|855
Darkscale Helm of the Sea|855
Darkscale Helm of Crusades|855
Darkscale Helm of Knights|855
Darkscale Helm of the Bastion|855
Darkscale Helm of the Earth|855
Darkscale Helm of Mysteries|855
Darkscale Helm of Secrets|855
Darkscale Helm of Visions|855
Shadowscale Helm of the Sun|855~1383
