1~Alwyn the Druid~0~0~Friendly~0~200~0~0~0~0~0~0.3~0,5~0,5;1,5;2,5~0~1~0~0~0~~0
72092~Water Serpent~8~25~Hostile~81~873~5 - 12~805~162~2811~770~0.3~2,148~0,162;1,162;2,162;3,162;4,162;5,146;7,Immune~1~1~0~0~1700~0,344;1,344;2,344;3,344;4,344;5,344~0
72093~Water Serpent~8~25~Hostile~82~884~5 - 12~815~164~2812~779~0.3~2,149~0,164;1,164;2,164;3,164;4,164;5,148;7,Immune~1~1~0~0~1720~0,348;1,348;2,348;3,348;4,348;5,348~0
72094~Water Serpent~8~25~Hostile~83~893~5 - 12~825~166~2813~830~0.3~2,151~0,166;1,166;2,166;3,166;4,166;5,149;7,Immune~1~1~0~0~1740~0,353;1,353;2,353;3,353;4,353;5,353~0
72095~Water Serpent~8~25~Hostile~84~903~5 - 13~835~168~2814~840~0.3~2,153~0,168;1,168;2,168;3,168;4,168;5,151;7,Immune~1~1~0~0~1760~0,357;1,357;2,357;3,357;4,357;5,357~0
72096~Loch Serpent~8~25~Hostile~80~1308~10 - 22~795~160~2810~1140~0.3~2,186~0,160;1,160;2,160;3,168;4,168;5,151;7,Immune~2~1~0~0~2240~0,360;1,360;2,360;3,360;4,360;5,360~0
72097~Loch Serpent~8~25~Hostile~81~1323~10 - 22~805~162~2811~1155~0.3~2,189~0,162;1,162;2,162;3,170;4,170;5,153;7,Immune~2~1~0~0~2267~0,364;1,364;2,364;3,364;4,364;5,364~0
72098~Loch Serpent~8~25~Hostile~82~1338~10 - 23~815~164~2812~1169~0.3~2,190~0,164;1,164;2,164;3,172;4,172;5,155;7,Immune~2~1~0~0~2293~0,369;1,369;2,369;3,369;4,369;5,369~0
72099~Loch Serpent~8~25~Hostile~83~1353~10 - 23~825~166~2813~1245~0.3~2,193~0,166;1,166;2,166;3,174;4,174;5,157;7,Immune~2~1~0~0~2320~0,373;1,373;2,373;3,373;4,373;5,373~0
72100~Loch Serpent~8~25~Hostile~84~1368~11 - 23~835~168~2814~1260~0.3~2,195~0,168;1,168;2,168;3,176;4,176;5,158;7,Immune~2~1~0~0~2347~0,378;1,378;2,378;3,378;4,378;5,378~0
72101~Fen Serpent~8~25~Hostile~80~1963~15 - 33~795~160~2810~1520~0.3~2,230~0,160;1,160;2,160;3,176;4,176;5,158;7,Immune~3~1~0~0~3360~0,400;1,400;2,400;3,400;4,400;5,400~0
72102~Fen Serpent~8~25~Hostile~81~1986~16 - 33~805~162~2811~1539~0.3~2,233~0,162;1,162;2,162;3,178;4,178;5,160;7,Immune~3~1~0~0~3400~0,405;1,405;2,405;3,405;4,405;5,405~0
72103~Mire Viper~8~25~Hostile~82~2008~16 - 33~815~164~2812~1558~0.3~2,236~0,164;1,164;2,164;3,180;4,180;5,162;7,Immune~3~1~0~0~3440~0,410;1,410;2,410;3,410;4,410;5,410~0
72104~Mire Viper~8~25~Hostile~83~2031~16 - 35~825~166~2813~1660~0.3~2,238~0,166;1,166;2,166;3,183;4,183;5,165;7,Immune~3~1~0~0~3480~0,415;1,415;2,415;3,415;4,415;5,415~0
72105~Mire Viper~8~25~Hostile~84~2053~16 - 35~835~168~2814~1680~0.3~2,241~0,168;1,168;2,168;3,185;4,185;5,167;7,Immune~3~1~0~0~3520~0,420;1,420;2,420;3,420;4,420;5,420~0
72106~Tide Serpent~8~25~Hostile~80~2617~25 - 53~795~160~2810~2280~0.3~2,282~0,160;1,160;2,160;3,184;4,184;5,184;7,Immune~4~1~0~0~4480~0,440;1,440;2,440;3,440;4,440;5,440~1
72107~Tide Serpent~8~25~Hostile~81~2647~25 - 54~805~162~2811~2309~0.3~2,286~0,162;1,162;2,162;3,186;4,186;5,186;7,Immune~4~1~0~0~4533~0,446;1,446;2,446;3,446;4,446;5,446~1
72108~Tide Serpent~8~25~Hostile~82~2677~26 - 54~815~164~2812~2337~0.3~2,289~0,164;1,164;2,164;3,189;4,189;5,189;7,Immune~4~1~0~0~4587~0,451;1,451;2,451;3,451;4,451;5,451~1
72109~Tide Serpent~8~25~Hostile~83~2707~26 - 55~825~166~2813~2490~0.3~2,293~0,166;1,166;2,166;3,191;4,191;5,191;7,Immune~4~1~0~0~4640~0,457;1,457;2,457;3,457;4,457;5,457~1
72110~Tide Serpent~8~25~Hostile~84~2737~26 - 55~835~168~2814~2520~0.3~2,296~0,168;1,168;2,168;3,193;4,193;5,193;7,Immune~4~1~0~0~4693~0,462;1,462;2,462;3,462;4,462;5,462~1
72111~Tunnelwing~8~25~Hostile~40~1413~10 - 22~395~80~2770~657~0.3~1,122~0,80;1,80;2,80;3,92;4,92;5,92;7,Immune~4~1~0~0~2347~0,165;1,165;2,165;3,165;4,165;5,165~1
72112~Tunnelwing~8~25~Hostile~41~1443~10 - 23~405~82~2771~671~0.3~1,126~0,82;1,82;2,82;3,94;4,94;5,94;7,Immune~4~1~0~0~2400~0,171;1,171;2,171;3,171;4,171;5,171~1
72113~Tunnelwing~8~25~Hostile~42~1473~11 - 23~415~84~2772~685~0.3~1,128~0,84;1,84;2,84;3,97;4,97;5,97;7,Immune~4~1~0~0~2453~0,176;1,176;2,176;3,176;4,176;5,176~1
72114~Tunnelwing~8~25~Hostile~43~1503~11 - 24~425~86~2773~699~0.3~1,132~0,86;1,86;2,86;3,99;4,99;5,99;7,Immune~4~1~0~0~2507~0,182;1,182;2,182;3,182;4,182;5,182~1
72115~Tunnelwing~8~25~Hostile~44~1533~11 - 24~435~88~2774~713~0.3~1,134~0,88;1,88;2,88;3,101;4,101;5,101;7,Immune~4~1~0~0~2560~0,187;1,187;2,187;3,187;4,187;5,187~1
72116~Dreadwing~8~25~Hostile~45~1563~11 - 25~445~90~2775~727~1~1,138~0,90;1,90;2,90;3,104;4,104;5,104;7,Immune~4~1~0~0~2613~0,193;1,193;2,193;3,193;4,193;5,193~1
72117~Dreadwing~8~25~Hostile~46~1593~12 - 25~455~92~2776~741~1~1,140~0,92;1,92;2,92;3,106;4,106;5,106;7,Immune~4~1~0~0~2667~0,198;1,198;2,198;3,198;4,198;5,198~1
72118~Dreadwing~8~25~Hostile~47~1623~12 - 26~465~94~2777~755~1~1,144~0,94;1,94;2,94;3,108;4,108;5,108;7,Immune~4~1~0~0~2720~0,204;1,204;2,204;3,204;4,204;5,204~1
72119~Dreadwing~8~25~Hostile~48~1653~12 - 26~475~96~2778~769~1~1,146~0,96;1,96;2,96;3,110;4,110;5,110;7,Immune~4~1~0~0~2773~0,209;1,209;2,209;3,209;4,209;5,209~1
72120~Dreadwing~8~25~Hostile~49~1683~12 - 27~485~98~2779~783~1~1,150~0,98;1,98;2,98;3,113;4,113;5,113;7,Immune~4~1~0~0~2827~0,215;1,215;2,215;3,215;4,215;5,215~1
72121~Pitfang~8~25~Hostile~50~1714~13 - 27~495~100~2780~797~0.3~1,158~0,100;1,100;2,100;3,115;4,115;5,115;7,Immune~4~1~0~0~2880~0,220;1,220;2,220;3,220;4,220;5,220~1
72122~Bat Type 3~8~25~Hostile~51~1744~13 - 28~505~102~2781~811~0.3~1,162~0,102;1,102;2,102;3,117;4,117;5,117;7,Immune~4~1~0~0~2933~0,226;1,226;2,226;3,226;4,226;5,226~1
72123~Pitfang~8~25~Hostile~52~1774~13 - 28~515~104~2782~825~0.3~1,165~0,104;1,104;2,104;3,120;4,120;5,120;7,Immune~4~1~0~0~2987~0,231;1,231;2,231;3,231;4,231;5,231~1
72124~Bat Type 3~8~25~Hostile~53~1804~13 - 29~525~106~2783~839~0.3~1,168~0,106;1,106;2,106;3,122;4,122;5,122;7,Immune~4~1~0~0~3040~0,237;1,237;2,237;3,237;4,237;5,237~1
72125~Bat Type 3~8~25~Hostile~54~1834~14 - 29~535~108~2784~853~0.3~1,171~0,108;1,108;2,108;3,124;4,124;5,124;7,Immune~4~1~0~0~3093~0,242;1,242;2,242;3,242;4,242;5,242~1
72126~Nightfang~8~25~Hostile~55~1864~14 - 30~545~110~2785~867~1~1,174~0,110;1,110;2,110;3,127;4,127;5,127;7,Immune~4~1~0~0~3147~0,248;1,248;2,248;3,248;4,248;5,248~1
72127~Nightfang~8~25~Hostile~56~1894~14 - 30~555~112~2786~881~1~1,177~0,112;1,112;2,112;3,129;4,129;5,129;7,Immune~4~1~0~0~3200~0,253;1,253;2,253;3,253;4,253;5,253~1
72128~Nightfang~8~25~Hostile~57~1924~14 - 31~565~114~2787~895~1~1,181~0,114;1,114;2,114;3,131;4,131;5,131;7,Immune~4~1~0~0~3253~0,259;1,259;2,259;3,259;4,259;5,259~1
72129~Nightfang~8~25~Hostile~58~1954~15 - 31~575~116~2788~909~1~1,183~0,116;1,116;2,116;3,133;4,133;5,133;7,Immune~4~1~0~0~3307~0,264;1,264;2,264;3,264;4,264;5,264~1
72130~Nightfang~8~25~Hostile~59~1984~15 - 32~585~118~2789~923~1~1,187~0,118;1,118;2,118;3,136;4,136;5,136;7,Immune~4~1~0~0~3360~0,270;1,270;2,270;3,270;4,270;5,270~1
72131~Caveclaw~8~25~Hostile~40~1413~10 - 22~395~80~2770~657~0.3~1,122~0,80;1,80;2,80;3,92;4,92;5,92;7,Immune~4~1~0~0~2347~0,165;1,165;2,165;3,165;4,165;5,165~1
72132~Caveclaw~8~25~Hostile~41~1443~10 - 23~405~82~2771~671~0.3~1,126~0,82;1,82;2,82;3,94;4,94;5,94;7,Immune~4~1~0~0~2400~0,171;1,171;2,171;3,171;4,171;5,171~1
72133~Caveclaw~8~25~Hostile~42~1473~11 - 23~415~84~2772~685~0.3~1,128~0,84;1,84;2,84;3,97;4,97;5,97;7,Immune~4~1~0~0~2453~0,176;1,176;2,176;3,176;4,176;5,176~1
72134~Caveclaw~8~25~Hostile~43~1503~11 - 24~425~86~2773~699~0.3~1,132~0,86;1,86;2,86;3,99;4,99;5,99;7,Immune~4~1~0~0~2507~0,182;1,182;2,182;3,182;4,182;5,182~1
72135~Caveclaw~8~25~Hostile~44~1533~11 - 24~435~88~2774~713~0.3~1,134~0,88;1,88;2,88;3,101;4,101;5,101;7,Immune~4~1~0~0~2560~0,187;1,187;2,187;3,187;4,187;5,187~1
72136~Dreadtail~8~25~Hostile~45~1563~11 - 25~445~90~2775~727~0.3~1,138~0,90;1,90;2,90;3,104;4,104;5,104;7,Immune~4~1~0~0~2613~0,193;1,193;2,193;3,193;4,193;5,193~1
72137~Dreadtail~8~25~Hostile~46~1593~12 - 25~455~92~2776~741~0.3~1,140~0,92;1,92;2,92;3,106;4,106;5,106;7,Immune~4~1~0~0~2667~0,198;1,198;2,198;3,198;4,198;5,198~1
72138~Dreadtail~8~25~Hostile~47~1623~12 - 26~465~94~2777~755~0.3~1,144~0,94;1,94;2,94;3,108;4,108;5,108;7,Immune~4~1~0~0~2720~0,204;1,204;2,204;3,204;4,204;5,204~1
72139~Dreadtail~8~25~Hostile~48~1653~12 - 26~475~96~2778~769~0.3~1,146~0,96;1,96;2,96;3,110;4,110;5,110;7,Immune~4~1~0~0~2773~0,209;1,209;2,209;3,209;4,209;5,209~1
72140~Dreadtail~8~25~Hostile~49~1683~12 - 27~485~98~2779~783~0.3~1,150~0,98;1,98;2,98;3,113;4,113;5,113;7,Immune~4~1~0~0~2827~0,215;1,215;2,215;3,215;4,215;5,215~1
72141~Deep Rat~8~25~Hostile~50~1714~13 - 27~495~100~2780~797~0.3~1,158~0,100;1,100;2,100;3,115;4,115;5,115;7,Immune~4~1~0~0~2880~0,220;1,220;2,220;3,220;4,220;5,220~1
72142~Deep Rat~8~25~Hostile~51~1744~13 - 28~505~102~2781~811~0.3~1,162~0,102;1,102;2,102;3,117;4,117;5,117;7,Immune~4~1~0~0~2933~0,226;1,226;2,226;3,226;4,226;5,226~1
72143~Deep Rat~8~25~Hostile~52~1774~13 - 28~515~104~2782~825~0.3~1,165~0,104;1,104;2,104;3,120;4,120;5,120;7,Immune~4~1~0~0~2987~0,231;1,231;2,231;3,231;4,231;5,231~1
72144~Deep Rat~8~25~Hostile~53~1804~13 - 29~525~106~2783~839~0.3~1,168~0,106;1,106;2,106;3,122;4,122;5,122;7,Immune~4~1~0~0~3040~0,237;1,237;2,237;3,237;4,237;5,237~1
72145~Deep Rat~8~25~Hostile~54~1834~14 - 29~535~108~2784~853~0.3~1,171~0,108;1,108;2,108;3,124;4,124;5,124;7,Immune~4~1~0~0~3093~0,242;1,242;2,242;3,242;4,242;5,242~1
72146~Giant Rat~8~25~Hostile~55~1864~14 - 30~545~110~2785~867~0.3~1,174~0,110;1,110;2,110;3,127;4,127;5,127;7,Immune~4~1~0~0~3147~0,248;1,248;2,248;3,248;4,248;5,248~1
72147~Giant Rat~8~25~Hostile~56~1894~14 - 30~555~112~2786~881~0.3~1,177~0,112;1,112;2,112;3,129;4,129;5,129;7,Immune~4~1~0~0~3200~0,253;1,253;2,253;3,253;4,253;5,253~1
72148~Giant Rat~8~25~Hostile~57~1924~14 - 31~565~114~2787~895~0.3~1,181~0,114;1,114;2,114;3,131;4,131;5,131;7,Immune~4~1~0~0~3253~0,259;1,259;2,259;3,259;4,259;5,259~1
72149~Giant Rat~8~25~Hostile~58~1954~15 - 31~575~116~2788~909~0.3~1,183~0,116;1,116;2,116;3,133;4,133;5,133;7,Immune~4~1~0~0~3307~0,264;1,264;2,264;3,264;4,264;5,264~1
72150~Giant Rat~8~25~Hostile~59~1984~15 - 32~585~118~2789~923~0.3~1,187~0,118;1,118;2,118;3,136;4,136;5,136;7,Immune~4~1~0~0~3360~0,270;1,270;2,270;3,270;4,270;5,270~1
72656~Cronus the Damned~0~40~Passive~30~3483~5 - 12~295~60~2760~1620~1~2,105~0,72;1,72;2,48;3,72;4,72;5,72;7,Immune~5~1~0~0~3627~0,300;1,300;2,300;3,300;4,300;5,300~5
72657~Gastor the Rotten~0~40~Passive~35~4515~10 - 22~345~70~2765~2100~0.6~2,122~0,84;1,84;2,84;3,48;4,84;5,84;7,Immune~5~1~0~0~3120~0,350;1,350;2,350;3,350;4,350;5,350~5
72658~Darkon the Mad~0~40~Passive~40~5676~15 - 32~395~80~2770~2640~0.6~2,145~0,96;1,96;2,96;3,96;4,60;5,96;7,Immune~5~1~0~0~3520~0,400;1,400;2,400;3,400;4,400;5,400~5
72659~Polgrot the Warped~0~40~Passive~45~6966~20 - 42~445~90~2775~3240~0.6~2,163~0,108;1,72;2,108;3,108;4,108;5,108;7,Immune~5~1~0~0~3920~0,450;1,450;2,450;3,450;4,450;5,450~5
72660~Enteron the Twisted~0~40~Passive~50~8385~25 - 52~495~100~2780~3900~0.6~2,187~0,120;1,120;2,120;3,120;4,120;5,72;7,Immune~5~1~0~0~4320~0,500;1,500;2,500;3,500;4,500;5,500~5
72661~Revoltor the Cruel~0~40~Passive~60~11610~30 - 62~595~120~2790~5400~1~2,232~0,144;1,144;2,96;3,144;4,144;5,144;7,Immune~5~1~0~0~5120~0,600;1,600;2,600;3,600;4,600;5,600~5
72662~Spletch the Ugly~0~40~Passive~65~13416~35 - 72~645~130~2795~6240~0.6~2,251~0,156;1,156;2,156;3,102;4,156;5,156;7,Immune~5~1~0~0~5520~0,650;1,650;2,650;3,650;4,650;5,650~5
72663~Varthan the Vengeful~0~40~Passive~70~15351~40 - 82~695~140~2800~7140~0.6~2,278~0,168;1,168;2,168;3,168;4,114;5,168;7,Immune~5~1~0~0~5920~0,700;1,700;2,700;3,700;4,700;5,700~5
72664~Wurmscum the Weird~0~40~Passive~75~17415~45 - 92~745~150~2805~8100~0.6~2,299~0,180;1,120;2,180;3,180;4,180;5,180;7,Immune~5~1~0~0~6320~0,750;1,750;2,750;3,750;4,750;5,750~5
72665~Thossos the Blighted~0~40~Passive~80~19608~50 - 102~795~160~2810~9120~0.6~2,328~0,192;1,192;2,192;3,192;4,192;5,120;7,Immune~5~1~0~0~6720~0,800;1,800;2,800;3,800;4,800;5,800~5
72666~Cynoth the Ancient~0~40~Passive~100~29670~55 - 112~995~200~2830~13800~1~2,436~0,240;1,240;2,160;3,240;4,240;5,240;7,Immune~5~1~0~0~8320~0,1000;1,1000;2,1000;3,1000;4,1000;5,1000~5
72667~Scabbor the Bloated~0~40~Passive~105~32508~60 - 122~1045~210~2835~15120~0.6~2,457~0,252;1,252;2,252;3,168;4,252;5,252;7,Immune~5~1~0~0~8720~0,1050;1,1050;2,1050;3,1050;4,1050;5,1050~5
72668~Mordum the Everliving~0~40~Passive~110~35475~65 - 132~1095~220~2840~16500~0.6~2,493~0,264;1,264;2,264;3,264;4,174;5,264;7,Immune~5~1~0~0~9120~0,1100;1,1100;2,1100;3,1100;4,1100;5,1100~5
72669~Pustulon the Plaguebringer~0~40~Passive~115~38571~70 - 142~1145~230~2845~17940~0.6~2,515~0,276;1,180;2,276;3,276;4,276;5,276;7,Immune~5~1~0~0~9520~0,1150;1,1150;2,1150;3,1150;4,1150;5,1150~5
72670~Lazarath the Insane~0~40~Passive~120~41796~75 - 152~1195~240~2850~19440~0.6~2,553~0,288;1,288;2,288;3,288;4,288;5,192;7,Immune~5~1~0~0~9920~0,1200;1,1200;2,1200;3,1200;4,1200;5,1200~5
72689~Test Dragon~16~30~Hostile~150~500000~10000~7000~3000~1000~10000000~15~1,100~0,1600;1,1600;2,1600;3,1600;4,1600;5,1600;7,Immune~6~8~0~10~16427~~100
72690~Floating Sword~8~40~Hostile~54~1625~9 - 20~535~108~2784~756~0.3~1,95~0,108;1,108;2,108;3,119;4,119;5,107;7,Immune~3~1~0~0~2320~~0
72691~Animated Armour~8~40~Hostile~54~1625~9 - 20~535~108~2784~756~0.3~1,95~0,108;1,108;2,108;3,119;4,119;5,107;7,Immune~3~1~0~0~2320~~0
72692~Crookback Rustblade~6~40~Hostile~20~452~5 - 9~195~40~2750~210~0.3~1,43~0,40;1,40;2,40;3,46;4,46;5,46;7,Immune~4~1~0~0~1280~0,110;1,110;2,110;3,110;4,110;5,110~0
72693~Crookback Chopper~6~40~Hostile~20~452~5 - 9~195~40~2750~210~0.3~1,43~0,40;1,40;2,40;3,46;4,46;5,46;7,Immune~4~1~0~0~1280~0,220;1,220;2,220;3,220;4,220;5,220~0
72694~Crookback Smiter~6~40~Hostile~20~452~5 - 9~195~40~2750~210~0.3~2,43~0,40;1,40;2,40;3,46;4,46;5,46;7,Immune~4~1~0~0~1280~0,330;1,330;2,330;3,330;4,330;5,330~0
72695~Crookback Trickster~6~40~Hostile~20~452~5 - 9~195~40~2750~210~0.3~0,43~0,40;1,40;2,40;3,46;4,46;5,46;7,Immune~4~1~0~0~1280~0,440;1,440;2,440;3,440;4,440;5,440~0
72696~Crookback Lurker~6~40~Hostile~20~452~5 - 9~195~40~2750~210~0.3~0,43~0,40;1,40;2,40;3,46;4,46;5,46;7,Immune~4~10~20~0~1280~0,550;1,550;2,550;3,550;4,550;5,550~0
72697~Crookback Underseer~6~40~Hostile~20~452~5 - 9~195~40~2750~210~0.3~5,43~0,40;1,40;2,40;3,46;4,46;5,46;7,Immune~4~1~0~1~1280~0,660;1,660;2,660;3,660;4,660;5,660~0
72698~Crookback Bonecaller~6~40~Hostile~20~452~5 - 9~195~40~2750~210~0.3~2,43~0,40;1,40;2,40;3,46;4,46;5,46;7,Immune~4~1~0~1~1280~0,770;1,770;2,770;3,770;4,770;5,770~0
72699~Connacht Blade Lord~6~20~Hostile~40~1419~10 - 15~395~80~2770~660~0.3~1,92~0,80;1,80;2,80;3,92;4,92;5,92;7,Immune~4~1~0~0~2347~0,880;1,880;2,880;3,880;4,880;5,880~1
72700~Connacht Conquerer~6~20~Hostile~40~1419~10 - 15~395~80~2770~660~0.3~1,92~0,80;1,80;2,80;3,92;4,92;5,92;7,Immune~4~1~0~0~2347~0,990;1,990;2,990;3,990;4,990;5,990~1
72701~Connacht Crusher~6~20~Hostile~40~1419~10 - 15~395~80~2770~660~0.3~2,92~0,80;1,80;2,80;3,92;4,92;5,92;7,Immune~4~1~0~0~2347~0,1100;1,1100;2,1100;3,1100;4,1100;5,1100~1
72702~Connacht Shadowblade~6~20~Hostile~40~1419~10 - 15~395~80~2770~660~0.3~0,92~0,80;1,80;2,80;3,92;4,92;5,92;7,Immune~4~1~0~0~2347~0,1210;1,1210;2,1210;3,1210;4,1210;5,1210~1
72703~Connacht Avenger~6~20~Hostile~40~1419~10 - 15~395~80~2770~660~0.3~0,92~0,80;1,80;2,80;3,92;4,92;5,92;7,Immune~4~10~20~0~2347~0,1320;1,1320;2,1320;3,1320;4,1320;5,1320~1
72704~Connacht Spiritseer~6~20~Hostile~40~1419~10 - 15~395~80~2770~660~0.3~5,92~0,80;1,80;2,80;3,92;4,92;5,92;7,Immune~4~1~0~1~2347~0,1430;1,1430;2,1430;3,1430;4,1430;5,1430~1
72705~Connacht Grand Mage~6~20~Hostile~40~1419~10 - 15~395~80~2770~660~0.3~2,92~0,80;1,80;2,80;3,92;4,92;5,92;7,Immune~4~1~0~1~2347~0,1540;1,1540;2,1540;3,1540;4,1540;5,1540~1
72706~Bloodgrove Champion~6~40~Hostile~80~4902~25 - 36~795~160~2810~2280~0.3~1,212~0,160;1,160;2,160;3,184;4,184;5,184;7,Immune~4~1~0~0~5376~0,1650;1,1650;2,1650;3,1650;4,1650;5,1650~1
72707~Bloodgrove Butcher~6~40~Hostile~80~4902~25 - 36~795~160~2810~2280~0.3~1,212~0,160;1,160;2,160;3,184;4,184;5,184;7,Immune~4~1~0~0~5376~0,110;1,110;2,110;3,110;4,110;5,110~1
72708~Bloodgrove Mauler~6~40~Hostile~80~4902~25 - 36~795~160~2810~2280~0.3~2,212~0,160;1,160;2,160;3,184;4,184;5,184;7,Immune~4~1~0~0~5376~0,220;1,220;2,220;3,220;4,220;5,220~1
72709~Bloodgrove Nightblade~6~40~Hostile~80~4902~25 - 36~795~160~2810~2280~0.3~0,212~0,160;1,160;2,160;3,184;4,184;5,184;7,Immune~4~1~0~0~5376~0,330;1,330;2,330;3,330;4,330;5,330~1
72710~Bloodgrove Oakbow~6~40~Hostile~80~4902~25 - 36~795~160~2810~2280~0.3~0,212~0,160;1,160;2,160;3,184;4,184;5,184;7,Immune~4~10~20~0~5376~0,440;1,440;2,440;3,440;4,440;5,440~1
72711~Bloodgrove Earthmaster~6~40~Hostile~80~4902~25 - 36~795~160~2810~2280~0.3~5,212~0,160;1,160;2,160;3,184;4,184;5,184;7,Immune~4~1~0~1~5376~0,550;1,550;2,550;3,550;4,550;5,550~1
72712~Bloodgrove Spellsinger~6~40~Hostile~80~4902~25 - 36~795~160~2810~2280~0.3~2,212~0,160;1,160;2,160;3,184;4,184;5,184;7,Immune~4~1~0~1~5376~0,660;1,660;2,660;3,660;4,660;5,660~1
72713~Vicious Eye~6~40~Hostile~100~7418~39 - 55~995~200~1800~3450~0.6~0,283~0,200;1,200;2,200;3,230;4,230;5,230;7,Immune~4~1~0~0~6656~0,770;1,770;2,770;3,770;4,770;5,770~1
72714~Bloody Eye~6~40~Hostile~100~7418~39 - 55~995~200~1800~3450~0.6~0,283~0,200;1,200;2,200;3,230;4,230;5,230;7,Immune~4~1~0~0~6656~0,880;1,880;2,880;3,880;4,880;5,880~1
72715~Eye of the Void~6~40~Hostile~100~7418~39 - 55~995~200~1800~3450~0.6~0,283~0,200;1,200;2,200;3,230;4,230;5,230;7,Immune~4~1~0~0~6656~0,990;1,990;2,990;3,990;4,990;5,990~1
72716~The Gatewatcher~6~40~Hostile~100~7418~39 - 55~995~200~1800~3450~0.6~0,283~0,200;1,200;2,200;3,230;4,230;5,230;7,Immune~4~1~0~0~6656~0,1100;1,1100;2,1100;3,1100;4,1100;5,1100~1
72717~Blackened Eye~6~40~Hostile~100~7418~39 - 55~995~200~1800~3450~0.6~0,283~0,200;1,200;2,200;3,230;4,230;5,230;7,Immune~4~10~20~0~6656~0,1210;1,1210;2,1210;3,1210;4,1210;5,1210~1
72718~Eye of Doom~6~40~Hostile~100~7418~39 - 55~995~200~1800~3450~0.6~0,283~0,200;1,200;2,200;3,230;4,230;5,230;7,Immune~4~1~0~0~6656~0,1320;1,1320;2,1320;3,1320;4,1320;5,1320~1
72719~Necrotic Eye~6~40~Hostile~100~7418~39 - 55~995~200~1800~3450~0.6~0,283~0,200;1,200;2,200;3,230;4,230;5,230;7,Immune~4~1~0~0~6656~0,1430;1,1430;2,1430;3,1430;4,1430;5,1430~1
72720~Dragoncult Chosen~6~40~Hostile~145~14964~45 - 63~1445~290~2875~6960~0.3~1,464~0,290;1,290;2,290;3,334;4,334;5,334;7,Immune~4~1~0~0~9536~0,1540;1,1540;2,1540;3,1540;4,1540;5,1540~1
72721~Dragoncult Lairguard~6~40~Hostile~145~14964~45 - 63~1445~290~2875~6960~0.3~1,464~0,290;1,290;2,290;3,334;4,334;5,334;7,Immune~4~1~0~0~9536~0,1650;1,1650;2,1650;3,1650;4,1650;5,1650~1
72722~Dragoncult Defender~6~40~Hostile~145~14964~45 - 63~1445~290~2875~6960~0.3~2,464~0,290;1,290;2,290;3,334;4,334;5,334;7,Immune~4~1~0~0~9536~0,110;1,110;2,110;3,110;4,110;5,110~1
72723~Dragoncult Assassin~6~40~Hostile~145~14964~45 - 63~1445~290~2875~6960~0.3~0,464~0,290;1,290;2,290;3,334;4,334;5,334;7,Immune~4~1~0~0~9536~0,220;1,220;2,220;3,220;4,220;5,220~1
72724~Dragoncult Marksman~6~40~Hostile~145~14964~45 - 63~1445~290~2875~6960~0.3~0,464~0,290;1,290;2,290;3,334;4,334;5,334;7,Immune~4~10~20~0~9536~0,330;1,330;2,330;3,330;4,330;5,330~1
72725~Dragoncult Zealot~6~40~Hostile~145~14964~45 - 63~1445~290~2875~6960~0.3~5,464~0,290;1,290;2,290;3,334;4,334;5,334;7,Immune~4~1~0~0~9536~0,440;1,440;2,440;3,440;4,440;5,440~1
72726~Dragoncult Archmage~6~40~Hostile~145~14964~45 - 63~1445~290~2875~6960~0.3~2,464~0,290;1,290;2,290;3,334;4,334;5,334;7,Immune~4~1~0~0~9536~0,550;1,550;2,550;3,550;4,550;5,550~1
72727~Flintblade Rogue~9~30~Hostile~10~97~1 - 3~95~16~2800~0~0.3~2,12~0,20;1,20;2,20;3,20;4,20;5,18;7,Immune~1~1~0~0~280~0,12;1,12;2,12;3,12;4,12~0
72728~Crookback Seer~3~20~Hostile~15~124~2 - 4~145~31~2800~0~0.3~2,17~0,30;1,30;2,30;3,30;4,30;5,27;7,Immune~1~1~0~0~380~0,25;1,25;2,25;3,25;4,25~0
72729~Skullcrusher Leidang~7~30~Hostile~18~130~2 - 4~175~40~2800~0~1~1,20~0,36;1,36;2,36;3,36;4,36;5,32;7,Immune~1~1~0~0~440~0,36;1,36;2,36;3,36;4,36~0
72730~Bound Cadaver~5~30~Hostile~26~199~3 - 5~255~64~2800~0~0.3~1,31~0,52;1,52;2,52;3,52;4,52;5,47;7,Immune~1~1~0~0~660~0,73;1,73;2,73;3,73;4,73~0
72731~Connacht Skirmisher~6~20~Hostile~30~168~3 - 6~295~60~2333~0~0.3~0,18~0,60;1,60;2,60;3,60;4,60;5,54;7,Immune~1~1~0~0~680~0,97;1,97;2,97;3,97;4,97~0
72732~Connacht Initiate~6~20~Hostile~38~185~4 - 7~375~76~2800~516~0.3~5,38~0,58;1,58;2,58;3,76;4,76;5,68;7,Immune~1~14~20~1~840~0,170;1,170;2,170;3,170;4,170~0
72733~Connacht Marksman~6~20~Hostile~50~304~5 - 8~495~100~2800~0~0.3~0,75~0,100;1,100;2,100;3,100;4,100;5,90;7,Immune~1~12~20~0~1080~0,212;1,212;2,212;3,212;4,212~0
72734~Glimmerwing Fae~9~30~Hostile~60~643~6 - 10~595~120~2800~0~0.3~1,81~0,120;1,120;2,120;3,120;4,120;5,108;7,Immune~1~1~0~0~1280~0,255;1,255;2,255;3,255;4,255~0
